,ticker,marketCap,enterpriseValue,trailingPE,forwardPE,pegRatio,priceToBook,bookValue,enterpriseToRevenue,enterpriseToEbitda,profitMargins,grossMargins,operatingMargins,returnOnAssets,returnOnEquity,revenuePerShare,earningsPerShare,trailingEps,forwardEps,totalRevenue,ebitda,debtToEquity,currentRatio,quickRatio,totalCash,totalDebt,freeCashflow,Cluster
0,PETR4.SA,1.0,1.0,0.20138287425368157,0.24887786508936144,,0.43394916059842126,0.712349697229097,0.43127851344383855,0.3794672631586492,0.4837818173042304,0.6370721505909237,0.6589517870195659,0.7173128260711685,0.49126524051905285,0.4492640130541463,,0.6338511884507028,1.0,1.0,1.0,0.28468473980563863,0.1087043910398119,0.09491121476179135,1.0,0.9999999999999999,1.0,1
1,VALE3.SA,1.0,1.0,0.1601712012069659,0.26898203644361607,,0.4423475656699535,0.9145143023035867,0.43223602783613246,0.39059802173123775,0.5265737952565588,0.5290497307287501,0.583343859232356,0.6707525593632413,0.525341001268728,0.5779132860469972,,0.8538899325307427,1.0,1.0,1.0,0.15587286225257704,0.2003433615507932,0.14040314183727068,0.6731308026876673,0.8434211333938786,1.0,1
2,ABEV3.SA,1.0,0.7787534829109901,0.4057617206823581,0.6593332834232286,,0.5510245609448273,0.4123976301258534,0.48291589674254803,0.45960445203730466,0.5337374648616309,0.6506756493634924,0.5640029362868076,0.7870231903312013,0.539466900052772,0.0684808182655194,,0.4756641311394303,0.2231276705896994,0.7542989800731635,1.0,0.010141752403208975,0.1996420428989234,0.2042227517633028,0.595448954083606,0.02548924056447248,1.0,1
3,ITUB4.SA,1.0,1.0,0.24181292616622704,0.4127777540973192,,0.5229455118884818,0.5657232155597234,0.8274842901980426,0.4595724057074412,0.6540821401448336,0.25962445783204396,0.6719997668958011,0.3492005945345281,0.5955251921425561,0.15198917734551862,,0.6398721491096093,0.6355757889524771,1.0,0.14537801964237043,0.251745453502092,0.3312561765664806,0.370481017621889,1.0,0.9999999999999999,0.4748626440312761,1
4,BBDC4.SA,0.8756585792298396,1.0,0.24377559062394435,0.36790260287092025,,0.4338461147568801,0.5349389492589891,0.8748128587314294,0.4595724057074412,0.5887911333490539,0.25962445783204396,0.6274777569810128,0.31621824060736325,0.48267778795422334,0.09241529560619208,,0.5178108557517762,0.3775139881189359,0.6881097680443699,0.14537801964237043,0.251745453502092,0.3312561765664806,0.370481017621889,1.0,0.9999999999999999,0.4748626440312761,1
5,B3SA3.SA,0.39857235878883684,0.28202185410188485,0.41795518877905363,0.6800512731900605,,0.6885336688397554,0.3827926978816639,0.8513537561202276,0.5486932490578307,0.8076672669573137,0.9892735735607123,0.9357589006417022,0.7086250704733021,0.6333808157889815,0.021474577331475436,,0.4740220509597285,0.2186200408808166,0.07976526320396018,0.32935613139979014,0.2499868565081701,0.438557930302553,0.6434325800747649,0.4244436739458125,0.12183805475950166,0.5900264822157208,0
6,WEGE3.SA,0.9749760193123582,0.6776521502913783,0.7705700973511365,1.0,,1.0,0.40061644764346344,0.6335192318733538,0.7350533393240293,0.5328864176075104,0.5151346282373698,0.5095286215405069,0.9995356717588841,0.7278085971947537,0.11170977198164911,,0.5074110146136649,0.3031380979223694,0.3294617036341385,0.45087804095399353,0.054843758773927415,0.33990577327287425,0.27196972230016764,0.16571971141404734,0.03166832757329933,0.530232501559069,0
7,EQTL3.SA,0.25160525962654107,0.3603631081310357,0.39119750382467994,0.6328321979963609,,0.49682043825102273,0.5990728373855186,0.46752727258068094,0.48039183800876073,0.45775464399860494,0.4509854070461662,0.5149159972778111,0.5339330046796116,0.5116376236467945,0.43235948692459175,,0.5605049404240228,0.41357502578999844,0.38824448287236707,0.5778371765341186,0.5426235131558905,0.2316689280009755,0.3518260547204335,0.3013692960868942,0.4319955944495776,0.7540746149504378,0
8,RADL3.SA,0.1394792101988327,0.1253646687136674,0.559983056674839,0.7241592277285265,,0.6933180340764119,0.3849811528319531,0.38730124528348064,0.5283545117044636,0.4280258282672905,0.48435577749887504,0.378208096052035,0.6186778923524758,0.567307618788599,0.28202578731038125,,0.46471692994141833,0.2174931334535959,0.3276745819025546,0.1612342704881388,0.36295301053860635,0.25527998928059054,0.08934745389644497,0.013581415909440904,0.06112951929628834,0.5364170012162209,0
9,BBAS3.SA,0.7335328402370512,1.0,0.1457131597614605,0.2315222515983876,,0.41175949356542246,0.7152797952458729,0.9304170873696425,0.4595724057074412,0.6791673941798257,0.25962445783204396,0.520016900032681,0.34295787981169246,0.5698656075819799,0.18941230070818754,,0.6343985485106034,0.891383774931577,0.7612749414835155,0.14537801964237043,0.251745453502092,0.3312561765664806,0.370481017621889,1.0,0.9999999999999999,0.4748626440312761,1
